0,1,2,3,4,5,pre_max_value,max_index,name,real
0.9999999,1.76E-15,9.32E-18,4.11E-11,3.12E-20,8.56E-08,0.9999999,0,637826116411705085_19_Metal_Bumpcorrosion\637826116901197438_RTEC_Regular_DEF.JPG,0
0.0998218,5.70E-10,1.48E-08,0.002550378,2.28E-12,0.8976278,0.8976278,5,637826116411705085_19_Metal_Bumpcorrosion\637826116901509871_RTEC_Regular_DEF.JPG,0
0.9672349,3.48E-17,5.30E-15,0.006150424,1.16E-12,0.02661473,0.9672349,0,637826116411705085_19_Metal_Bumpcorrosion\637826116902291320_RTEC_Regular_DEF.JPG,0
0.9867409,3.99E-18,1.25E-16,0.013039098,4.15E-17,0.000219953,0.9867409,0,637826116411705085_19_Metal_Bumpcorrosion\637826116902603905_RTEC_Regular_DEF.JPG,0
0.07081013,3.68E-07,3.14E-09,0.17250088,5.14E-09,0.7566886,0.7566886,5,637826116411705085_19_Metal_Bumpcorrosion\637826116903073234_RTEC_Regular_DEF.JPG,0
0.99981314,4.53E-22,1.88E-19,0.00018691,7.75E-17,2.23E-08,0.99981314,0,637826116411705085_19_Metal_Bumpcorrosion\637826116903542284_RTEC_Regular_DEF.JPG,0
0.9999325,2.32E-19,1.14E-13,2.18E-06,3.32E-19,6.54E-05,0.9999325,0,637826116411705085_19_Metal_Bumpcorrosion\637826116904011090_RTEC_Regular_DEF.JPG,0
0.82707226,9.63E-15,2.76E-13,0.16235755,1.42E-15,0.010570105,0.82707226,0,637826116411705085_19_Metal_Bumpcorrosion\637826116904479921_RTEC_Regular_DEF.JPG,0
0.9960033,7.96E-14,1.14E-11,0.003461712,1.21E-18,0.000535055,0.9960033,0,637826116411705085_19_Metal_Bumpcorrosion\637826116904948810_RTEC_Regular_DEF.JPG,0
0.97226036,1.33E-16,2.82E-15,0.025773516,1.24E-15,0.001966118,0.97226036,0,637826116411705085_19_Metal_Bumpcorrosion\637826116905417812_RTEC_Regular_DEF.JPG,0
0.9998078,2.45E-17,2.67E-14,1.64E-05,2.96E-18,0.000175887,0.9998078,0,637826116411705085_19_Metal_Bumpcorrosion\637826116906042883_RTEC_Regular_DEF.JPG,0
0.9999993,6.28E-18,3.41E-17,6.74E-07,2.22E-20,2.38E-08,0.9999993,0,637826116411705085_19_Metal_Bumpcorrosion\637826116908543257_RTEC_Regular_DEF.JPG,0
0.9999999,1.23E-18,9.42E-18,8.18E-08,5.58E-21,2.65E-08,0.9999999,0,637826116411705085_19_Metal_Bumpcorrosion\637826116909168422_RTEC_Regular_DEF.JPG,0
0.99999106,1.90E-17,4.67E-17,1.79E-07,1.58E-19,8.79E-06,0.99999106,0,637826116411705085_19_Metal_Bumpcorrosion\637826116909637467_RTEC_Regular_DEF.JPG,0
0.99477863,1.58E-16,5.93E-10,0.003228666,9.78E-18,0.001992733,0.99477863,0,637826116411705085_19_Metal_Bumpcorrosion\637826116910106391_RTEC_Regular_DEF.JPG,0
1,7.86E-18,4.67E-19,4.43E-09,1.09E-21,3.07E-08,1,0,637826116411705085_19_Metal_Bumpcorrosion\637826116910418276_RTEC_Regular_DEF.JPG,0
0.9997296,9.30E-16,2.79E-12,0.000267642,5.02E-22,2.79E-06,0.9997296,0,637826116411705085_19_Metal_Bumpcorrosion\637848391913314360_RTEC_Regular_DEF.JPG,0
0.99999976,1.42E-17,1.13E-17,1.32E-08,3.57E-20,2.53E-07,0.99999976,0,637826116411705085_19_Metal_Bumpcorrosion\637848391915189536_RTEC_Regular_DEF.JPG,0
1,1.06E-16,1.15E-19,5.47E-10,1.21E-21,2.63E-08,1,0,637826116411705085_19_Metal_Bumpcorrosion\637848391915814685_RTEC_Regular_DEF.JPG,0
0.9999995,4.77E-15,2.42E-17,1.14E-09,2.38E-19,4.60E-07,0.9999995,0,637826116411705085_19_Metal_Bumpcorrosion\637848391916127210_RTEC_Regular_DEF.JPG,0
0.99952877,2.68E-17,5.94E-12,0.000157019,1.46E-19,0.000314182,0.99952877,0,637826116411705085_19_Metal_Bumpcorrosion\637848391916595954_RTEC_Regular_DEF.JPG,0
1,1.34E-15,1.45E-19,2.05E-09,1.31E-19,4.01E-08,1,0,637826116411705085_19_Metal_Bumpcorrosion\637848391916908435_RTEC_Regular_DEF.JPG,0
1,3.06E-17,3.51E-21,2.09E-09,5.68E-21,1.85E-09,1,0,637826116411705085_19_Metal_Bumpcorrosion\637848391917221078_RTEC_Regular_DEF.JPG,0
1,1.56E-14,8.72E-16,2.39E-09,1.24E-21,2.23E-09,1,0,637826116411705085_19_Metal_Bumpcorrosion\637848391923940642_RTEC_Regular_DEF.JPG,0
0.8834114,1.80E-07,2.88E-13,0.003671765,6.08E-13,0.11291657,0.8834114,0,637826116411705085_19_Metal_Bumpcorrosion\637848391926597337_RTEC_Regular_DEF.JPG,0
0.9992649,6.80E-16,1.96E-11,0.000707279,1.31E-21,2.79E-05,0.9992649,0,637826116411705085_19_Metal_Bumpcorrosion\637848391926909838_RTEC_Regular_DEF.JPG,0
0.9216182,1.77E-11,1.40E-10,0.023761282,3.50E-12,0.054620475,0.9216182,0,637826116411705085_19_Metal_Bumpcorrosion\637848391927222295_RTEC_Regular_DEF.JPG,0
0.99999976,6.69E-16,1.87E-18,2.11E-09,3.86E-20,1.95E-07,0.99999976,0,637826116411705085_19_Metal_Bumpcorrosion\637848391927534908_RTEC_Regular_DEF.JPG,0
0.9999999,1.77E-17,2.48E-19,8.85E-10,9.29E-22,7.44E-08,0.9999999,0,637826116411705085_19_Metal_Bumpcorrosion\637848391927847424_RTEC_Regular_DEF.JPG,0
0.99999976,4.43E-16,3.55E-18,8.25E-09,2.48E-20,2.17E-07,0.99999976,0,637826116411705085_19_Metal_Bumpcorrosion\637848391928159925_RTEC_Regular_DEF.JPG,0
0.99999964,1.23E-14,5.05E-17,1.81E-09,2.92E-19,4.03E-07,0.99999964,0,637826116411705085_19_Metal_Bumpcorrosion\637848391928472494_RTEC_Regular_DEF.JPG,0
0.9999949,7.80E-14,1.15E-17,4.69E-09,3.02E-19,5.14E-06,0.9999949,0,637826116411705085_19_Metal_Bumpcorrosion\637848391928784976_RTEC_Regular_DEF.JPG,0
0.99999917,6.20E-19,1.24E-14,5.16E-07,5.93E-18,3.73E-07,0.99999917,0,637826116411705085_19_Metal_Bumpcorrosion\637848391929097594_RTEC_Regular_DEF.JPG,0
0.97267634,3.32E-19,1.03E-08,0.027286101,2.30E-16,3.75E-05,0.97267634,0,637826116411705085_19_Metal_Bumpcorrosion\637848391929410139_RTEC_Regular_DEF.JPG,0
1,1.27E-19,1.72E-21,4.77E-10,3.39E-22,7.32E-09,1,0,637826116411705085_19_Metal_Bumpcorrosion\637848391929722703_RTEC_Regular_DEF.JPG,0
0.999907,1.60E-16,1.98E-12,8.49E-05,8.21E-17,8.03E-06,0.999907,0,637826116411705085_19_Metal_Bumpcorrosion\637848391930035253_RTEC_Regular_DEF.JPG,0
0.9999999,2.86E-18,2.98E-17,7.00E-08,7.49E-21,1.48E-08,0.9999999,0,637826116411705085_19_Metal_Bumpcorrosion\637848391930347773_RTEC_Regular_DEF.JPG,0
0.9999931,3.66E-16,6.21E-16,2.26E-06,2.75E-19,4.60E-06,0.9999931,0,637826116411705085_19_Metal_Bumpcorrosion\637848391930660309_RTEC_Regular_DEF.JPG,0
1,1.26E-17,9.31E-20,2.73E-08,5.31E-20,5.70E-08,1,0,637826116411705085_19_Metal_Bumpcorrosion\637848391930972888_RTEC_Regular_DEF.JPG,0
0.99999964,3.50E-17,3.38E-20,3.75E-09,2.51E-20,3.26E-07,0.99999964,0,637826116411705085_19_Metal_Bumpcorrosion\637848391931285310_RTEC_Regular_DEF.JPG,0
1,1.85E-17,3.94E-21,2.83E-10,2.68E-21,5.78E-09,1,0,637826116411705085_19_Metal_Bumpcorrosion\637848391931597894_RTEC_Regular_DEF.JPG,0
0.9993018,1.47E-23,6.20E-17,0.000698223,8.35E-16,4.25E-09,0.9993018,0,637826116411705085_19_Metal_Bumpcorrosion\637848391932066643_RTEC_Regular_DEF.JPG,0
0.7203513,1.48E-15,5.01E-12,0.15878083,1.11E-16,0.120867886,0.7203513,0,637826116411705085_19_Metal_Bumpcorrosion\637848391932379237_RTEC_Regular_DEF.JPG,0
0.18250224,8.90E-12,3.18E-12,0.38258323,2.29E-09,0.4349146,0.4349146,5,637826116411705085_19_Metal_Bumpcorrosion\637848391936129825_RTEC_Regular_DEF.JPG,0
0.082493074,2.53E-26,4.98E-12,0.9110254,2.94E-18,0.006481473,0.9110254,3,637826116411705085_19_Metal_Bumpcorrosion\6378483919381612151_RTEC_Regular_DEF.JPG,0
0.000214953,4.07E-30,3.64E-14,0.99978286,1.66E-19,2.16E-06,0.99978286,3,637826116411705085_19_Metal_Bumpcorrosion\6378483919381612152_RTEC_Regular_DEF.JPG,0
0.99738985,2.35E-24,8.98E-21,2.96E-06,1.73E-14,0.002607142,0.99738985,0,637826116411705085_19_Metal_Bumpcorrosion\6378483919381612153_RTEC_Regular_DEF.JPG,0
0.77474993,6.40E-30,1.87E-16,0.22461767,1.16E-20,0.000632388,0.77474993,0,637826116411705085_19_Metal_Bumpcorrosion\637848391938161215_RTEC_Regular_DEF.JPG,0
1,1.62E-13,5.69E-16,6.64E-10,7.03E-22,6.92E-10,1,0,637826116411705085_19_Metal_Bumpcorrosion\637848391943474459_RTEC_Regular_DEF.JPG,0
1,2.75E-14,1.87E-16,6.40E-10,3.24E-22,4.48E-10,1,0,637826116411705085_19_Metal_Bumpcorrosion\637848391943787068_RTEC_Regular_DEF.JPG,0
0.99314547,5.90E-19,4.69E-10,0.002973188,4.60E-16,0.00388138,0.99314547,0,637826116411705085_19_Metal_Bumpcorrosion\637848391944099539_RTEC_Regular_DEF.JPG,0
0.9868454,1.40E-14,7.01E-16,0.000299577,4.37E-19,0.012855029,0.9868454,0,637826116411705085_19_Metal_Bumpcorrosion\637848391944568356_RTEC_Regular_DEF.JPG,0
0.9996356,5.97E-16,9.90E-15,0.000211276,7.56E-19,0.00015318,0.9996356,0,637826116411705085_19_Metal_Bumpcorrosion\637848391944880882_RTEC_Regular_DEF.JPG,0
0.98786503,9.48E-16,2.20E-12,0.010057683,8.54E-16,0.002077389,0.98786503,0,637826116411705085_19_Metal_Bumpcorrosion\637848391945505923_RTEC_Regular_DEF.JPG,0
0.9995703,1.52E-14,6.68E-16,0.000303227,1.13E-18,0.000126414,0.9995703,0,637826116411705085_19_Metal_Bumpcorrosion\637848391945818360_RTEC_Regular_DEF.JPG,0
0.9999318,5.05E-16,2.62E-12,6.21E-06,6.00E-17,6.20E-05,0.9999318,0,637826116411705085_19_Metal_Bumpcorrosion\637848391946130372_RTEC_Regular_DEF.JPG,0
0.95761853,5.64E-17,4.11E-13,0.004838123,8.81E-16,0.037543338,0.95761853,0,637826116411705085_19_Metal_Bumpcorrosion\637848391946911725_RTEC_Regular_DEF.JPG,0
1,4.58E-18,9.16E-21,8.64E-10,8.51E-22,1.58E-08,1,0,637826116411705085_19_Metal_Bumpcorrosion\637848391947224245_RTEC_Regular_DEF.JPG,0
0.9999999,1.64E-16,3.90E-19,4.01E-09,2.80E-21,6.86E-08,0.9999999,0,637826116411705085_19_Metal_Bumpcorrosion\637848391947536785_RTEC_Regular_DEF.JPG,0
0.99999845,5.87E-22,2.80E-20,1.71E-07,2.30E-17,1.46E-06,0.99999845,0,637826116411705085_19_Metal_Bumpcorrosion\637848391947849340_RTEC_Regular_DEF.JPG,0
0.99999917,5.81E-16,1.25E-16,2.26E-07,1.59E-18,6.35E-07,0.99999917,0,637826116411705085_19_Metal_Bumpcorrosion\637848391948161875_RTEC_Regular_DEF.JPG,0
1,5.77E-18,8.17E-21,1.30E-09,1.64E-21,6.35E-09,1,0,637826116411705085_19_Metal_Bumpcorrosion\637848391948631391_RTEC_Regular_DEF.JPG,0
0.9999448,2.49E-17,1.33E-14,2.76E-05,2.22E-18,2.75E-05,0.9999448,0,637826116411705085_19_Metal_Bumpcorrosion\637848391949100145_RTEC_Regular_DEF.JPG,0
0.9999999,4.90E-16,6.83E-19,6.43E-09,1.94E-20,1.34E-07,0.9999999,0,637826116411705085_19_Metal_Bumpcorrosion\637848391949412700_RTEC_Regular_DEF.JPG,0
0.9999993,2.53E-17,5.39E-16,5.31E-07,4.98E-23,2.34E-07,0.9999993,0,637826116411705085_19_Metal_Bumpcorrosion\637848391949725235_RTEC_Regular_DEF.JPG,0
1,2.63E-16,1.82E-19,1.60E-09,5.46E-21,1.55E-08,1,0,637826116411705085_19_Metal_Bumpcorrosion\637848391950037765_RTEC_Regular_DEF.JPG,0
0.9900637,9.52E-16,6.44E-12,0.008422522,8.52E-13,0.001513808,0.9900637,0,637826116411705085_19_Metal_Bumpcorrosion\637848391950350295_RTEC_Regular_DEF.JPG,0
0.99999964,9.05E-19,1.01E-17,4.64E-09,4.08E-21,3.06E-07,0.99999964,0,637826116411705085_19_Metal_Bumpcorrosion\637848391950662806_RTEC_Regular_DEF.JPG,0
0.9999944,9.65E-18,2.35E-19,1.24E-07,8.55E-17,5.50E-06,0.9999944,0,637826116411705085_19_Metal_Bumpcorrosion\637848391950975346_RTEC_Regular_DEF.JPG,0
0.99996614,7.84E-17,1.06E-12,3.02E-05,1.90E-17,3.73E-06,0.99996614,0,637826116411705085_19_Metal_Bumpcorrosion\637848391951287886_RTEC_Regular_DEF.JPG,0
0.9999999,4.89E-19,8.01E-18,1.89E-08,1.06E-20,1.00E-07,0.9999999,0,637826116411705085_19_Metal_Bumpcorrosion\637848391951600485_RTEC_Regular_DEF.JPG,0
0.99999547,9.01E-17,8.05E-17,4.01E-06,3.20E-19,5.04E-07,0.99999547,0,637826116411705085_19_Metal_Bumpcorrosion\637848391952069346_RTEC_Regular_DEF.JPG,0
0.9999994,9.08E-19,8.61E-19,2.46E-09,4.72E-21,5.53E-07,0.9999994,0,637826116411705085_19_Metal_Bumpcorrosion\637848391952538105_RTEC_Regular_DEF.JPG,0
0.99893504,2.54E-18,5.09E-12,0.000693796,1.67E-19,0.000371191,0.99893504,0,637826116411705085_19_Metal_Bumpcorrosion\637848391952850645_RTEC_Regular_DEF.JPG,0
1,6.90E-18,1.04E-16,6.80E-10,6.18E-23,2.77E-09,1,0,637826116411705085_19_Metal_Bumpcorrosion\637848391953163156_RTEC_Regular_DEF.JPG,0
0.025767919,3.54E-13,1.55E-10,0.066211104,5.19E-15,0.9080209,0.9080209,5,637826116411705085_19_Metal_Bumpcorrosion\637848391953475617_RTEC_Regular_DEF.JPG,0
0.93478,1.63E-14,1.62E-15,0.05259537,5.79E-15,0.012624675,0.93478,0,637826116411705085_19_Metal_Bumpcorrosion\637848391953944498_RTEC_Regular_DEF.JPG,0
0.99995446,6.45E-14,2.19E-14,8.69E-06,6.42E-21,3.68E-05,0.99995446,0,637826116411705085_19_Metal_Bumpcorrosion\637848391954257014_RTEC_Regular_DEF.JPG,0
0.9533337,1.57E-14,1.09E-14,0.001464618,5.95E-13,0.045201622,0.9533337,0,637826116411705085_19_Metal_Bumpcorrosion\637848391954569608_RTEC_Regular_DEF.JPG,0
0.9999721,1.83E-15,5.96E-16,2.74E-05,3.81E-18,4.41E-07,0.9999721,0,637826116411705085_19_Metal_Bumpcorrosion\637848391954882089_RTEC_Regular_DEF.JPG,0
0.9999945,3.08E-16,2.57E-17,5.45E-07,1.51E-18,4.94E-06,0.9999945,0,637826116411705085_19_Metal_Bumpcorrosion\637848391955194830_RTEC_Regular_DEF.JPG,0
0.9987625,4.55E-13,2.34E-14,0.001079268,1.62E-15,0.000158223,0.9987625,0,637826116411705085_19_Metal_Bumpcorrosion\637848391955507242_RTEC_Regular_DEF.JPG,0
0.001514456,9.82E-22,2.55E-11,0.99847406,3.22E-16,1.14E-05,0.99847406,3,637826116411705085_19_Metal_Bumpcorrosion\6378483919558196751_RTEC_Regular_DEF.JPG,0
0.9042364,2.67E-21,2.92E-06,0.09279645,1.15E-14,0.002964308,0.9042364,0,637826116411705085_19_Metal_Bumpcorrosion\6378483919558196752_RTEC_Regular_DEF.JPG,0
0.76466554,1.00E-17,1.95E-06,0.23123586,1.69E-14,0.004096662,0.76466554,0,637826116411705085_19_Metal_Bumpcorrosion\637848391955819675_RTEC_Regular_DEF.JPG,0
0.06925661,1.04E-14,2.00E-12,0.9284901,5.86E-12,0.002253336,0.9284901,3,637826116411705085_19_Metal_Bumpcorrosion\637848391956132332_RTEC_Regular_DEF.JPG,0
0.9999894,7.69E-18,1.25E-17,1.00E-05,1.43E-19,5.53E-07,0.9999894,0,637826116411705085_19_Metal_Bumpcorrosion\637848391956444867_RTEC_Regular_DEF.JPG,0
0.9999943,2.54E-27,1.92E-16,5.68E-06,1.50E-14,2.39E-10,0.9999943,0,637826116411705085_19_Metal_Bumpcorrosion\637848391956757481_RTEC_Regular_DEF.JPG,0
0.9999989,1.41E-14,2.35E-17,8.60E-07,2.33E-18,2.06E-07,0.9999989,0,637826116411705085_19_Metal_Bumpcorrosion\637848391957069996_RTEC_Regular_DEF.JPG,0
0.9999999,3.19E-15,3.06E-18,1.16E-07,4.02E-19,9.97E-09,0.9999999,0,637826116411705085_19_Metal_Bumpcorrosion\637848391957538682_RTEC_Regular_DEF.JPG,0
0.9983505,1.39E-15,1.04E-14,0.000944008,1.63E-18,0.000705548,0.9983505,0,637826116411705085_19_Metal_Bumpcorrosion\637848391964414523_RTEC_Regular_DEF.JPG,0
0.99483734,1.15E-16,1.69E-15,1.26E-06,7.85E-18,0.005161308,0.99483734,0,637826116411705085_19_Metal_Bumpcorrosion\637848391965195919_RTEC_Regular_DEF.JPG,0
0.99999726,4.53E-16,2.32E-13,1.96E-06,5.98E-20,8.91E-07,0.99999726,0,637826116411705085_19_Metal_Bumpcorrosion\637848391965664678_RTEC_Regular_DEF.JPG,0
0.99956554,8.79E-17,3.05E-12,0.000113636,2.06E-16,0.000320722,0.99956554,0,637826116411705085_19_Metal_Bumpcorrosion\637848391965977262_RTEC_Regular_DEF.JPG,0
0.9999968,7.52E-18,4.81E-17,4.65E-08,8.02E-21,3.24E-06,0.9999968,0,637826116411705085_19_Metal_Bumpcorrosion\637848391966446187_RTEC_Regular_DEF.JPG,0
0.9999895,3.47E-15,1.91E-15,3.63E-06,9.51E-18,6.87E-06,0.9999895,0,637826116411705085_19_Metal_Bumpcorrosion\637848391967071287_RTEC_Regular_DEF.JPG,0
0.9999968,1.37E-14,2.35E-17,3.11E-06,7.68E-19,7.88E-08,0.9999968,0,637826116411705085_19_Metal_Bumpcorrosion\637848391967540089_RTEC_Regular_DEF.JPG,0
0.999548,3.42E-15,3.71E-16,0.00028702,5.49E-19,0.000164905,0.999548,0,637826116411705085_19_Metal_Bumpcorrosion\637848391968008809_RTEC_Regular_DEF.JPG,0
0.99543554,6.88E-21,5.12E-10,0.004548923,1.35E-10,1.56E-05,0.99543554,0,637826116411705085_19_Metal_Bumpcorrosion\637848391968477577_RTEC_Regular_DEF.JPG,0
0.9929133,8.29E-25,1.79E-13,0.001555206,1.56E-20,0.005531538,0.9929133,0,637826116411705085_19_Metal_Bumpcorrosion\637848391968790220_RTEC_Regular_DEF.JPG,0
0.9974546,2.72E-15,6.94E-15,5.52E-05,1.01E-17,0.00249028,0.9974546,0,637826116411705085_19_Metal_Bumpcorrosion\637848391969102648_RTEC_Regular_DEF.JPG,0
0.028441196,2.52E-21,3.73E-08,0.9704158,3.64E-15,0.001142942,0.9704158,3,637826116411705085_19_Metal_Bumpcorrosion\6378483919695715531_RTEC_Regular_DEF.JPG,0
0.9194347,1.89E-26,1.64E-08,0.08020741,4.91E-14,0.000357838,0.9194347,0,637826116411705085_19_Metal_Bumpcorrosion\6378483919695715532_RTEC_Regular_DEF.JPG,0
0.000457304,1.47E-21,1.40E-08,0.99893934,2.81E-13,0.000603401,0.99893934,3,637826116411705085_19_Metal_Bumpcorrosion\6378483919695715533_RTEC_Regular_DEF.JPG,0
0.98557854,2.55E-22,4.88E-08,0.014036412,7.88E-18,0.000385025,0.98557854,0,637826116411705085_19_Metal_Bumpcorrosion\6378483919695715534_RTEC_Regular_DEF.JPG,0
